ID,MEMBER_ID,LOAN_AMNT,FUNDED_AMNT,FUNDED_AMNT_INV,TERM,INT_RATE,INSTALLMENT,GRADE,SUB_GRADE,EMP_TITLE,EMP_LENGTH,HOME_OWNERSHIP,ANNUAL_INC,VERIFICATION_STATUS,ISSUE_D,LOAN_STATUS,PYMNT_PLAN,PURPOSE,TITLE,ZIP_CODE,ADDR_STATE,DTI,DELINQ_2YRS,EARLIEST_CR_LINE,INQ_LAST_6MTHS,MTHS_SINCE_LAST_DELINQ,MTHS_SINCE_LAST_RECORD,OPEN_ACC,PUB_REC,REVOL_BAL,REVOL_UTIL,TOTAL_ACC,INITIAL_LIST_STATUS,OUT_PRNCP,OUT_PRNCP_INV,TOTAL_PYMNT,TOTAL_PYMNT_INV,TOTAL_REC_PRNCP,TOTAL_REC_INT,TOTAL_REC_LATE_FEE,RECOVERIES,COLLECTION_RECOVERY_FEE,LAST_PYMNT_D,LAST_PYMNT_AMNT,NEXT_PYMNT_D,LAST_CREDIT_PULL_D,COLLECTIONS_12_MTHS_EX_MED,MTHS_SINCE_LAST_MAJOR_DEROG,POLICY_CODE,APPLICATION_TYPE,ANNUAL_INC_JOINT,DTI_JOINT,VERIFICATION_STATUS_JOINT,ACC_NOW_DELINQ,TOT_COLL_AMT,TOT_CUR_BAL,OPEN_ACC_6M,OPEN_IL_6M,OPEN_IL_12M,OPEN_IL_24M,MTHS_SINCE_RCNT_IL,TOTAL_BAL_IL,IL_UTIL,OPEN_RV_12M,OPEN_RV_24M,MAX_BAL_BC,ALL_UTIL,TOTAL_REV_HI_LIM,INQ_FI,TOTAL_CU_TL,INQ_LAST_12M
14898861,16971311,10000,10000,10000.00,36 months,14.64,344.90,C,C3,Facilities technitian,6 years,RENT,46000.00,Source Verified,May-14,Fully Paid,n,debt_consolidation,Debt consolidation,951xx,CA,31.93,0,Apr-98,2,,71,9,1,3082,35.80,20,w,0.00,0.00,11074.31,11074.31,10000.00,1074.31,0.00,0.00,0.00,Feb-15,8315.11,,Jan-16,0,,1,INDIVIDUAL,,,,0,0,37862,,,,,,,,,,,,8600,,,
15320005,17392458,9000,9000,9000.00,36 months,9.67,289.02,B,B1,warehouseman,10+ years,MORTGAGE,38500.00,Verified,Apr-14,Current,n,credit_card,Credit card refinancing,960xx,CA,3.77,0,Apr-01,1,,56,6,1,9097,34.30,14,w,4322.04,4322.04,5780.40,5780.40,4677.96,1102.44,0.00,0.00,0.00,Jan-16,289.02,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,83,9097,,,,,,,,,,,,26500,,,
15029231,17111667,15875,15875,15875.00,36 months,18.92,581.28,D,D4,Human Resource,2 years,RENT,55000.00,Source Verified,Apr-14,In Grace Period,n,other,Other,928xx,CA,9.21,0,Jan-04,1,39,,6,0,1671,38.90,20,w,8629.85,8629.85,11141.44,11141.44,7245.15,3896.29,0.00,0.00,0.00,Dec-15,581.28,Feb-16,Jan-16,0,56,1,INDIVIDUAL,,,,0,0,6363,,,,,,,,,,,,4300,,,
15259655,17332100,10000,10000,10000.00,36 months,19.99,371.59,E,E1,Quality Specialist,< 1 year,RENT,50000.00,Verified,Apr-14,Fully Paid,n,other,Other,949xx,CA,4.79,1,Nov-00,2,11,,3,0,0,,21,w,0.00,0.00,11882.24,11882.24,10000.00,1882.24,0.00,0.00,0.00,Jun-15,7423.16,,Jan-16,0,,1,INDIVIDUAL,,,,0,0,39954,,,,,,,,,,,,0,,,
15259910,17332353,10800,10800,10800.00,36 months,13.65,367.29,C,C1,CORRECTIONAL OFFICER,10+ years,RENT,80000.00,Source Verified,May-14,Fully Paid,n,debt_consolidation,Debt consolidation,928xx,CA,11.56,0,Oct-94,1,,53,12,1,8106,48.50,49,w,0.00,0.00,12132.82,12132.82,10800.00,1332.82,0.00,0.00,0.00,May-15,8092.63,,Jan-16,0,,1,INDIVIDUAL,,,,0,0,31818,,,,,,,,,,,,16700,,,
15149107,17221554,32000,32000,32000.00,60 months,15.61,771.57,C,C5,Director of HR,6 years,OWN,113200.00,Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,891xx,NV,15.39,0,Jul-96,0,,,15,0,28569,77.00,30,w,23945.61,23945.61,15431.40,15431.40,8054.39,7377.01,0.00,0.00,0.00,Jan-16,771.57,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,1073,287548,,,,,,,,,,,,37100,,,
15269896,17342343,13200,13200,13200.00,36 months,13.65,448.91,C,C1,Teacher,4 years,RENT,50000.00,Source Verified,May-14,Fully Paid,n,credit_card,Credit card refinancing,970xx,OR,19.04,0,Feb-01,1,31,,18,0,12524,24.30,38,f,0.00,0.00,14608.66,14608.66,13200.00,1408.66,0.00,0.00,0.00,Mar-15,10568.47,,Jan-16,0,43,1,INDIVIDUAL,,,,0,0,48124,,,,,,,,,,,,51500,,,
13076376,15178579,16000,16000,16000.00,36 months,6.03,486.97,A,A1,echo technologist,3 years,MORTGAGE,120000.00,Not Verified,Apr-14,Current,n,home_improvement,Home improvement,917xx,CA,16.79,1,Jul-92,0,21,,15,0,7867,36.60,37,w,7468.47,7468.47,9739.40,9739.40,8531.53,1207.87,0.00,0.00,0.00,Jan-16,486.97,Jan-16,Jan-16,0,21,1,INDIVIDUAL,,,,0,0,402371,,,,,,,,,,,,21500,,,
13777318,15839669,12000,12000,12000.00,36 months,8.90,381.04,A,A5,Motor Vehicle Representative,4 years,RENT,38000.00,Verified,May-14,Current,n,debt_consolidation,Debt consolidation,907xx,CA,17.40,0,Apr-98,0,,,11,0,12290,51.40,17,w,5728.76,5728.76,7620.80,7620.80,6271.24,1349.56,0.00,0.00,0.00,Jan-16,381.04,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,19494,,,,,,,,,,,,23900,,,
8185286,9927394,18000,18000,18000.00,36 months,10.99,589.22,B,B2,Compliance Represenative,2 years,MORTGAGE,48000.00,Not Verified,Apr-14,Fully Paid,n,debt_consolidation,Debt consolidation,956xx,CA,21.99,0,Nov-04,0,,,9,0,22271,71.80,16,w,0.00,0.00,19940.94,19940.94,18000.00,1940.94,0.00,0.00,0.00,Jul-15,12281.08,,Jan-16,0,,1,INDIVIDUAL,,,,0,0,171646,,,,,,,,,,,,31000,,,
14609075,16671406,21000,21000,21000.00,36 months,8.90,666.82,A,A5,Director of Engineering,1 year,RENT,160000.00,Verified,May-14,Current,n,debt_consolidation,Debt consolidation,941xx,CA,8.39,0,May-99,0,,,8,0,32684,73.60,15,w,5188.11,5188.11,18136.40,18136.40,15811.89,2324.51,0.00,0.00,0.00,Jan-16,666.82,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,52029,,,,,,,,,,,,44400,,,
14649580,16711888,7675,7675,7675.00,36 months,14.64,264.71,C,C3,Technicina,2 years,RENT,50000.00,Source Verified,May-14,Fully Paid,n,credit_card,Credit card refinancing,949xx,CA,15.05,0,Dec-99,0,60,68,14,1,8050,54.80,47,w,0.00,0.00,8285.71,8285.71,7675.00,610.71,0.00,0.00,0.00,Dec-14,6697.45,,Dec-15,0,78,1,INDIVIDUAL,,,,0,0,20957,,,,,,,,,,,,14700,,,
13398618,15450910,30000,30000,30000.00,60 months,15.31,718.59,C,C4,teacher,10+ years,MORTGAGE,95000.00,Verified,May-14,Current,n,debt_consolidation,Debt consolidation,935xx,CA,26.76,0,Sep-89,0,24,,22,0,14877,43.40,43,f,22403.25,22403.25,14371.80,14371.80,7596.75,6775.05,0.00,0.00,0.00,Jan-16,718.59,Feb-16,Jan-16,0,24,1,INDIVIDUAL,,,,0,0,431535,,,,,,,,,,,,34300,,,
12297445,14289567,5025,5025,5025.00,36 months,15.31,174.96,C,C4,Senior Clerk Typist,10+ years,MORTGAGE,68000.00,Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,945xx,CA,32.92,0,Jan-86,1,51,,23,0,42388,55.50,57,w,2517.57,2517.57,3499.20,3499.20,2507.43,991.77,0.00,0.00,0.00,Jan-16,174.96,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,371089,,,,,,,,,,,,76400,,,
5346158,6698400,3500,3500,3500.00,36 months,7.62,109.07,A,A3,crew commander,3 years,RENT,83000.00,Not Verified,May-14,Fully Paid,n,car,Car financing,968xx,HI,17.44,0,Dec-06,0,68,,21,0,4785,8.80,30,w,0.00,0.00,3699.22,3699.22,3500.00,199.22,0.00,0.00,0.00,Mar-15,2717.59,,Jan-16,0,68,1,INDIVIDUAL,,,,0,0,30351,,,,,,,,,,,,54200,,,
15349359,17421806,5000,5000,5000.00,36 months,13.65,170.04,C,C1,Federal Security Officer,10+ years,MORTGAGE,56000.00,Verified,Apr-14,Current,n,home_improvement,Home improvement,853xx,AZ,2.76,0,Mar-02,1,71,55,6,1,1742,28.00,25,w,2474.59,2474.59,3400.80,3400.80,2525.41,875.39,0.00,0.00,0.00,Dec-15,170.04,Feb-16,Jan-16,0,118,1,INDIVIDUAL,,,,0,0,119855,,,,,,,,,,,,6200,,,
15339343,17411795,5000,5000,5000.00,36 months,15.31,174.09,C,C4,bartender,2 years,RENT,30000.00,Source Verified,Apr-14,Current,n,medical,Medical expenses,980xx,WA,30.12,0,Sep-03,1,,62,7,1,2659,85.80,20,w,2505.04,2505.04,3481.80,3481.80,2494.96,986.84,0.00,0.00,0.00,Dec-15,174.09,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,30462,,,,,,,,,,,,3100,,,
15429312,17501758,10000,10000,10000.00,36 months,13.65,340.08,C,C1,Registered Nurse,1 year,OWN,99500.00,Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,960xx,CA,33.36,1,Jan-91,2,,,9,0,7639,65.00,20,w,4949.19,4949.19,6801.60,6801.60,5050.81,1750.79,0.00,0.00,0.00,Dec-15,340.08,Feb-16,Jan-16,0,13,1,INDIVIDUAL,,,,0,0,79844,,,,,,,,,,,,11810,,,
15399376,17471823,7000,7000,7000.00,36 months,7.90,219.04,A,A4,Community Consultant,< 1 year,RENT,45000.00,Source Verified,Apr-14,Current,n,credit_card,Credit card refinancing,911xx,CA,13.84,0,Aug-98,1,,,7,0,8728,57.00,11,w,3316.46,3316.46,4380.80,4380.80,3683.54,697.26,0.00,0.00,0.00,Jan-16,219.04,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,10184,,,,,,,,,,,,15300,,,
15319353,17391801,12050,12050,12050.00,36 months,12.99,405.96,B,B5,Branch Manager,10+ years,MORTGAGE,75000.00,Not Verified,Apr-14,Current,n,credit_card,Credit card refinancing,855xx,AZ,33.53,0,Jan-80,0,,,16,0,33594,93.60,38,f,5934.39,5934.39,8119.20,8119.20,6115.61,2003.59,0.00,0.00,0.00,Dec-15,405.96,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,325302,,,,,,,,,,,,35900,,,
15399371,17471819,9350,9350,9350.00,36 months,14.16,320.29,C,C2,Sales Manager,2 years,MORTGAGE,150000.00,Source Verified,Apr-14,Fully Paid,n,debt_consolidation,Debt consolidation,919xx,CA,8.10,0,Aug-97,2,33,,12,0,92138,86.00,34,f,0.00,0.00,10620.30,10620.30,9350.00,1270.30,0.00,0.00,0.00,May-15,6776.82,,Dec-15,0,91,1,INDIVIDUAL,,,,0,0,429223,,,,,,,,,,,,106550,,,
14558642,16620989,14000,14000,14000.00,60 months,15.31,335.35,C,C4,LPN,6 years,RENT,65000.00,Source Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,928xx,CA,25.35,0,Nov-95,0,,103,14,1,7135,19.70,22,w,10454.67,10454.67,6707.00,6707.00,3545.33,3161.67,0.00,0.00,0.00,Dec-15,335.35,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,59460,,,,,,,,,,,,36300,,,
14979045,17051496,2300,2300,2300.00,36 months,16.59,81.54,D,D1,Personal banker,2 years,RENT,31000.00,Not Verified,Apr-14,Fully Paid,n,debt_consolidation,Debt consolidation,975xx,OR,27.10,0,Oct-04,4,,,7,0,3239,38.60,15,w,0.00,0.00,2575.76,2575.76,2300.00,275.76,0.00,0.00,0.00,Jan-15,1923.44,,Jan-16,1,,1,INDIVIDUAL,,,,0,50,30036,,,,,,,,,,,,8400,,,
10824926,12727073,27500,27500,27400.00,36 months,7.90,860.49,A,A4,Mortgage Underwriter,1 year,MORTGAGE,90000.00,Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,945xx,CA,16.76,0,Aug-99,1,,,14,0,22068,42.80,24,f,13026.63,12979.26,17209.80,17147.22,14473.37,2736.43,0.00,0.00,0.00,Jan-16,860.49,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,398815,,,,,,,,,,,,51600,,,
13517737,15570026,14000,14000,14000.00,36 months,15.31,487.45,C,C4,CEO,10+ years,MORTGAGE,200000.00,Source Verified,May-14,Current,n,debt_consolidation,Debt consolidation,981xx,WA,6.22,0,Jul-88,0,25,,11,0,46117,66.50,18,w,7014.15,7014.15,9749.00,9749.00,6985.85,2763.15,0.00,0.00,0.00,Jan-16,487.45,Feb-16,Jan-16,0,45,1,INDIVIDUAL,,,,0,0,348145,,,,,,,,,,,,69400,,,
14680836,16743128,9250,9250,9250.00,36 months,17.57,332.42,D,D2,mch,8 years,MORTGAGE,90000.00,Source Verified,Apr-14,Current,n,home_improvement,Home improvement,935xx,CA,21.45,0,Sep-02,2,77,,10,0,6687,72.70,20,w,4711.03,4711.03,6648.40,6648.40,4538.97,2109.43,0.00,0.00,0.00,Jan-16,332.42,Jan-16,Jan-16,0,81,1,INDIVIDUAL,,,,0,0,207047,,,,,,,,,,,,9200,,,
14829265,16901699,10000,10000,10000.00,36 months,12.49,334.49,B,B4,Mechanical assembler,8 years,RENT,50000.00,Source Verified,May-14,Fully Paid,n,credit_card,Credit card refinancing,930xx,CA,19.11,0,Nov-06,2,,,15,0,3883,18.80,26,w,0.00,0.00,11485.40,11485.40,10000.00,1485.40,0.00,0.00,0.00,Nov-15,5799.07,,Nov-15,0,,1,INDIVIDUAL,,,,0,5177,38589,,,,,,,,,,,,20600,,,
13286809,15329031,5400,5400,5400.00,36 months,14.16,184.98,C,C2,mail carrier,9 years,MORTGAGE,62000.00,Not Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,973xx,OR,19.26,0,Aug-93,0,,,6,0,15443,79.60,15,f,2682.68,2682.68,3699.60,3699.60,2717.32,982.28,0.00,0.00,0.00,Dec-15,184.98,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,361164,,,,,,,,,,,,19400,,,
15459240,17531692,15350,15350,15350.00,36 months,13.65,522.03,C,C1,Senior Custodian,6 years,RENT,35000.00,Source Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,900xx,CA,19.31,0,Oct-95,0,,78,7,1,2930,29.90,15,w,7596.84,7596.84,10440.60,10440.60,7753.16,2687.44,0.00,0.00,0.00,Dec-15,522.03,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,21786,,,,,,,,,,,,9800,,,
15389244,17461694,25300,25300,25300.00,60 months,15.31,606.01,C,C4,School Counselor,8 years,RENT,79000.00,Not Verified,Apr-14,Current,n,debt_consolidation,Debt consolidation,905xx,CA,30.12,1,Oct-96,0,9,,20,0,16635,39.10,29,w,18893.43,18893.43,12120.20,12120.20,6406.57,5713.63,0.00,0.00,0.00,Dec-15,606.01,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0,0,149731,,,,,,,,,,,,42500,,,
778172,980711,2400,2400,2400.00,36 months,10.59,78.11,B,B2,Rich Dad Company,< 1 year,RENT,48000.00,Not Verified,Jun-11,Fully Paid,n,home_improvement,Home Improvement,850xx,AZ,6.90,0,Mar-03,1,68,,9,0,1815,13.00,15,f,0.00,0.00,2715.84,2715.84,2400.00,315.84,0.00,0.00,0.00,Feb-13,1518.83,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
778167,980710,1300,1300,1300.00,36 months,6.99,40.14,A,A3,PFSC,10+ years,RENT,50000.00,Source Verified,Jun-11,Charged Off,n,debt_consolidation,WF Personal,972xx,OR,16.80,0,Feb-99,1,,,11,0,38871,69.30,21,f,0.00,0.00,880.88,880.88,760.16,120.72,0.00,0.00,0.00,Apr-13,40.14,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
778171,947540,35000,24450,24450.00,60 months,17.49,614.11,D,D5,"Precision Concrete, Inc.",10+ years,MORTGAGE,128000.00,Source Verified,Jun-11,Fully Paid,n,other,Partner Buy Out,934xx,CA,8.03,0,Feb-03,1,,,8,0,81834,25.70,16,f,0.00,0.00,34477.82,34477.82,24450.00,9997.19,30.64,0.00,0.00,Jun-14,13000.66,,Jun-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777801,980327,9600,9600,9575.00,36 months,5.99,292.01,A,A2,Card Lock Fuel Systems,6 years,RENT,43200.00,Not Verified,Jun-11,Charged Off,n,debt_consolidation,Bill Consolidation,913xx,CA,8.03,0,Jun-81,0,,,6,0,9190,57.00,8,f,0.00,0.00,431.57,430.45,0.00,0.00,0.00,431.57,4.21,,0.00,,Nov-11,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
778090,980628,15000,15000,15000.00,36 months,11.49,494.57,B,B4,yellow cab taxi,6 years,RENT,36000.00,Not Verified,Jun-11,Fully Paid,n,debt_consolidation,prius2008,945xx,CA,11.93,0,Dec-06,3,,,4,0,289,12.60,8,f,0.00,0.00,17441.61,17441.61,15000.00,2416.95,24.67,0.00,0.00,Apr-14,127.25,,Dec-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
771744,973546,11000,11000,10975.00,36 months,15.62,384.67,D,D1,RQ Construction,2 years,RENT,58000.00,Source Verified,Jun-11,Fully Paid,n,debt_consolidation,Credit Consolidation,919xx,CA,24.89,0,Nov-01,0,,,5,0,17765,97.60,21,f,0.00,0.00,13835.87,13804.44,11000.00,2835.87,0.00,0.00,0.00,Jul-14,416.08,,Oct-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
778066,980603,2000,2000,2000.00,36 months,12.99,67.38,C,C1,Market City Caffe,< 1 year,RENT,35000.00,Source Verified,Jun-11,Fully Paid,n,car,Auto loan,916xx,CA,5.49,2,Feb-05,1,4,,5,0,0,39.95,10,f,0.00,0.00,2342.45,2342.45,2000.00,342.45,0.00,0.00,0.00,Mar-13,998.62,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777985,980518,6000,6000,6000.00,36 months,11.99,199.26,B,B5,Cedars-Sinai Medical Center,4 years,RENT,87500.00,Not Verified,Jun-11,Fully Paid,n,debt_consolidation,ING,912xx,CA,22.27,0,Oct-94,0,,,8,0,31115,98.80,45,f,0.00,0.00,6820.42,6820.42,5999.98,820.44,0.00,0.00,0.00,Nov-12,3633.51,,Nov-12,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777904,980433,11200,11200,11175.00,36 months,5.42,337.80,A,A1,Berkshire Hathaway,10+ years,MORTGAGE,122000.00,Not Verified,Jun-11,Fully Paid,n,credit_card,Absolutely Amazing Credit,940xx,CA,3.40,0,Jan-94,0,,,15,0,28001,30.10,39,f,0.00,0.00,12024.12,11997.28,11200.00,824.12,0.00,0.00,0.00,May-13,4610.96,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777932,980462,3000,3000,3000.00,36 months,16.89,106.80,D,D4,Alta Bates Summit Medical Center,5 years,RENT,78000.00,Source Verified,Jun-11,Fully Paid,n,vacation,Sweet 16,945xx,CA,15.95,1,Jan-98,0,21,,4,0,3479,99.20,19,f,0.00,0.00,3844.52,3844.52,3000.00,844.52,0.00,0.00,0.00,Jun-14,106.52,,Jun-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777898,980426,14000,14000,14000.00,36 months,7.49,435.43,A,A4,Doug Fir,7 years,MORTGAGE,40000.00,Not Verified,Jun-11,Fully Paid,n,small_business,Small Business Loan,972xx,OR,3.93,0,Aug-97,1,57,,10,0,7324,10.60,25,f,0.00,0.00,15672.24,15672.24,14000.00,1672.24,0.00,0.00,0.00,Jul-14,457.15,,Jul-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777855,961065,21250,17050,17025.00,60 months,20.99,461.17,F,F3,Montage Resort,1 year,MORTGAGE,72000.00,Verified,Jun-11,Fully Paid,n,debt_consolidation,Freedom from debt!,926xx,CA,21.63,0,May-88,1,28,,19,0,21401,65.90,32,f,0.00,0.00,22852.38,22818.92,17050.00,5802.38,0.00,0.00,0.00,Apr-13,13200.66,,Dec-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
766104,967076,9000,9000,8975.00,36 months,12.99,303.21,C,C1,T.Marzetti,5 years,RENT,30000.00,Not Verified,Jun-11,Fully Paid,n,small_business,Printer,945xx,CA,8.96,0,Aug-92,0,37,,6,0,2574,53.60,22,f,0.00,0.00,10917.69,10887.37,9000.00,1917.69,0.00,0.00,0.00,Jul-14,324.85,,Jul-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777741,980267,4800,4800,4800.00,36 months,5.99,146.01,A,A2,,3 years,MORTGAGE,120000.00,Source Verified,Jun-11,Fully Paid,n,other,Kangen Water Appliance,850xx,AZ,8.08,0,Sep-85,1,,,14,0,38670,3.60,38,f,0.00,0.00,5255.95,5255.95,4800.00,455.95,0.00,0.00,0.00,Jun-14,147.20,,Jun-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777541,980049,30000,30000,29975.00,36 months,18.39,1090.46,E,E2,Ross Stores. inc.,1 year,MORTGAGE,116000.00,Verified,Jun-11,Charged Off,n,debt_consolidation,Eliminating Debt and Stress,945xx,CA,12.04,0,Apr-01,1,71,,10,0,32081,71.10,25,f,0.00,0.00,29609.57,29585.04,18082.78,8085.59,0.00,3441.20,556.85,Jul-13,81.23,,Nov-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
743336,941574,21000,21000,21000.00,36 months,10.59,683.45,B,B2,"Pacific Vascular, Inc",10+ years,MORTGAGE,90000.00,Not Verified,Jun-11,Fully Paid,n,credit_card,Consolidation Loan,980xx,WA,8.91,1,Aug-89,0,15,,9,0,19773,36.30,27,f,0.00,0.00,22505.69,22505.69,20999.99,1505.70,0.00,0.00,0.00,Mar-12,17044.70,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777519,980021,4000,4000,4000.00,36 months,13.99,136.70,C,C3,Primex Plastic,10+ years,MORTGAGE,50400.00,Not Verified,Jun-11,Charged Off,n,debt_consolidation,Kids Loan,890xx,NV,22.40,0,May-87,3,33,,14,0,9930,47.10,26,f,0.00,0.00,4080.85,4080.85,3316.26,671.79,0.00,92.80,16.70,Feb-13,1637.09,,May-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777509,980008,4800,4800,4800.00,36 months,13.49,162.87,C,C2,Kipp LA Schools,1 year,RENT,65004.00,Source Verified,Jun-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,917xx,CA,7.92,1,Oct-02,1,21,,14,0,4461,65.60,25,f,0.00,0.00,5857.37,5857.37,4800.00,1057.37,0.00,0.00,0.00,Jun-14,185.72,,Jul-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
776534,978891,1600,1600,1600.00,36 months,13.49,54.29,C,C2,los angeles county agri weight measure,6 years,RENT,38400.00,Not Verified,Jun-11,Fully Paid,n,debt_consolidation,rescue,917xx,CA,12.10,0,Mar-88,0,33,,5,0,1214,93.40,11,f,0.00,0.00,1952.46,1952.46,1600.00,352.46,0.00,0.00,0.00,Jun-14,61.91,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777487,979984,8000,8000,7975.00,36 months,12.99,269.52,C,C1,Hollenbeck Middle School,5 years,RENT,50049.00,Verified,Jun-11,Fully Paid,n,major_purchase,My Personal Loan,900xx,CA,17.36,1,Feb-00,0,9,,15,0,9294,48.20,23,f,0.00,0.00,8489.39,8462.86,8000.00,489.39,0.00,0.00,0.00,Dec-11,7145.67,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
777340,979818,15550,15550,15525.00,60 months,16.89,385.54,D,D4,County of Glenn,7 years,RENT,50000.00,Not Verified,Jun-11,Charged Off,n,debt_consolidation,In Credit Card Recovery!!,959xx,CA,21.96,0,Jul-99,0,49,,8,0,17377,50.70,26,f,0.00,0.00,1832.58,1829.66,504.79,646.58,0.00,681.21,6.56,Sep-11,385.54,,Dec-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
756727,956687,7000,7000,7000.00,36 months,7.49,217.72,A,A4,Ancon Marine,4 years,RENT,75000.00,Not Verified,May-11,Fully Paid,n,debt_consolidation,vacation,928xx,CA,16.83,0,Oct-87,0,27,105,14,1,4547,14.40,24,f,0.00,0.00,7834.54,7834.54,7000.00,834.54,0.00,0.00,0.00,Jun-14,239.94,,May-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
752732,952335,7200,7200,7200.00,60 months,14.79,170.50,C,C4,,1 year,RENT,36000.00,Not Verified,May-11,Current,n,moving,Moving Loan,850xx,AZ,23.20,0,Jan-99,1,,,8,0,3024,46.40,27,f,827.41,827.41,9367.26,9367.26,6372.59,2994.67,0.00,0.00,0.00,Dec-15,170.50,Jan-16,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
754357,954072,12000,12000,11975.00,36 months,6.99,370.48,A,A3,Affinity Circles,3 years,RENT,70000.00,Not Verified,May-11,Fully Paid,n,small_business,Personal Loan,945xx,CA,10.11,0,Mar-94,1,,,9,0,18,0.10,15,f,0.00,0.00,13334.51,13306.73,12000.00,1334.51,0.00,0.00,0.00,Jun-14,389.15,,May-14,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
756599,956550,9600,9600,9600.00,36 months,11.99,318.82,B,B5,Intergro,2 years,MORTGAGE,75000.00,Not Verified,May-11,Fully Paid,n,debt_consolidation,Debt consolidation,919xx,CA,22.85,0,Oct-00,1,24,,12,0,4371,40.50,47,f,0.00,0.00,11393.31,11393.31,9600.00,1793.31,0.00,0.00,0.00,Nov-13,2470.85,,Dec-15,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
756327,956255,5400,5400,5400.00,36 months,14.79,186.64,C,C4,i/o Data Centers,< 1 year,RENT,75000.00,Source Verified,May-11,Fully Paid,n,debt_consolidation,CC Consolidation,850xx,AZ,11.68,0,Aug-98,1,,,13,0,4845,40.00,20,f,0.00,0.00,6144.13,6144.13,5400.00,744.13,0.00,0.00,0.00,Jul-12,3906.32,,Jan-16,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
756333,956261,5000,5000,5000.00,60 months,13.49,115.03,C,C2,Sierra Community College,2 years,RENT,46800.00,Source Verified,May-11,Fully Paid,n,home_improvement,Home Improvement,956xx,CA,2.49,0,Sep-05,2,,,3,0,44,0.60,4,f,0.00,0.00,5986.12,5986.12,5000.00,986.12,0.00,0.00,0.00,Jan-13,3809.93,,Feb-13,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
